code_dept_commune,code_departement,code_commune_INSEE,nom_commune,nb_arrets
02-02587,02,02587,Parfondru,2
61-61068,61,61068,Bursard,2
52-52306,52,52306,Manois,2
60-60469,60,60469,Novillers,2
02-02612,02,02612,Pont-Arcy,2
52-52347,52,52347,Narcy,2
02-02606,02,02606,Plessier-Huleu,2
61-61088,61,61088,Champ-Haut,2
50-50376,50,50376,Nicorps,2
52-52341,52,52341,Morancourt,2
51-51526,51,51526,Saudoy,2
02-02601,02,02601,Pignicourt,2
02-02600,02,02600,Pierrepont,2
52-52336,52,52336,Montreuil-sur-Blaise,2
02-02596,02,02596,Pavant,2
86-86137,86,86137,Loudun,2
02-02595,02,02595,Passy-sur-Marne,2
02-02594,02,02594,Passy-en-Valois,2
02-02592,02,02592,Parpeville,2
89-89085,89,89085,Charmoy,2
02-02403,02,02403,Landifay-et-Bertaignemont,2
89-89076,89,89076,Champlost,2
02-02678,02,02678,Sainte-Geneviève,2
89-89202,89,89202,Irancy,2
61-61170,61,61170,Fleuré,2
02-02784,02,02784,Petit-Verly,2
52-52543,52,52543,Voillecomte,2
61-61274,61,61274,Menus,2
50-50326,50,50326,Mesnil-Villeman,2
02-02803,02,02803,Ville-aux-Bois-lès-Pontavert,2
61-61272,61,61272,Ménil-Vicomte,2
52-52528,52,52528,Ville-en-Blaisois,2
02-02794,02,02794,Vézilly,2
60-60431,60,60431,Morlincourt,2
61-61259,61,61259,Ménil-Bérard,2
02-02783,02,02783,Grand-Verly,2
02-02762,02,02762,Vassens,2
02-02782,02,02782,Verguier,2
61-61257,61,61257,Méhoudin,2
02-02778,02,02778,Vendresse-Beaulne,2
61-61252,61,61252,Mardilly,2
02-02774,02,02774,Vendelles,2
02-02772,02,02772,Vaux-en-Vermandois,2
60-60438,60,60438,Moulin-sous-Touvent,2
52-52510,52,52510,Vaux-sur-Blaise,2
02-02765,02,02765,Vaucelles-et-Beffecourt,2
61-61276,61,61276,Merri,2
02-02808,02,02808,Villeret,2
02-02812,02,02812,Villers-Hélon,2
60-60422,60,60422,Montlognon,2
50-50310,50,50310,Mesnil-Eury,2
89-89446,89,89446,Vézelay,2
50-50397,50,50397,Perriers-en-Beauficel,2
02-02369,02,02369,Harcigny,2
02-02370,02,02370,Hargicourt,2
61-61323,61,61323,Pas-Saint-l'Homer,2
60-60411,60,60411,Monneville,2
61-61307,61,61307,Neuville-sur-Touques,2
50-50320,50,50320,Mesnil-Rogues,2
60-60412,60,60412,Montagny-en-Vexin,2
61-61301,61,61301,Neauphe-sous-Essai,2
02-02373,02,02373,Hary,2
61-61298,61,61298,Moulins-sur-Orne,2
50-50321,50,50321,Mesnil-Rouxelin,2
02-02374,02,02374,Lehaucourt,2
60-60418,60,60418,Montiers,2
60-60421,60,60421,Mont-l'Évêque,2
89-89370,89,89370,Saint-Valérien,2
02-02375,02,02375,Hautevesnes,2
02-02763,02,02763,Vasseny,2
51-51476,51,51476,Saint-Étienne-au-Temple,2
02-02682,02,02682,Saint-Mard,2
61-61197,61,61197,Guêprei,2
02-02715,02,02715,Serval,2
52-52469,52,52469,Semoutiers-Montsaon,2
02-02713,02,02713,Seringes-et-Nesles,2
52-52444,52,52444,Saint-Blin,2
02-02709,02,02709,Serain,2
02-02388,02,02388,Iviers,2
02-02708,02,02708,Sequehart,2
02-02707,02,02707,Septvaux,2
60-60445,60,60445,Nampcel,2
61-61195,61,61195,Grais,2
52-52502,52,52502,Valleret,2
02-02698,02,02698,Sancy-les-Cheminots,2
02-02697,02,02697,Samoussy,2
02-02390,02,02390,Jeancourt,2
89-89227,89,89227,Ligny-le-Châtel,2
61-61187,61,61187,Genettes,2
89-89218,89,89218,Laroche-Saint-Cydroine,2
59-59167,59,59167,Cuvillers,2
61-61172,61,61172,Fontenai-les-Louvets,2
52-52429,52,52429,Roches-sur-Marne,2
52-52475,52,52475,Sommancourt,2
89-89240,89,89240,Malay-le-Petit,2
31-31549,31,31549,Sode,2
89-89254,89,89254,Mézilles,2
02-02755,02,02755,Urcel,2
33-33070,33,33070,Brach,2
60-60440,60,60440,Moyenneville,2
51-51482,51,51482,Saint-Germain-la-Ville,2
02-02750,02,02750,Trosly-Loire,2
51-51483,51,51483,Saint-Gibrien,2
89-89278,89,89278,Noé,2
02-02745,02,02745,Toulis-et-Attencourt,2
51-51485,51,51485,Saint-Hilaire-au-Temple,2
02-02385,02,02385,Housset,2
52-52495,52,52495,Trémilly,2
02-02386,02,02386,Iron,2
61-61216,61,61216,Lande-de-Goult,2
02-02732,02,02732,Surfontaine,2
02-02731,02,02731,Sourd,2
61-61212,61,61212,Juvigny-sur-Orne,2
02-02729,02,02729,Soucy,2
60-60442,60,60442,Muidorge,2
02-02727,02,02727,Sons-et-Ronchères,2
89-89045,89,89045,Bleigny-le-Carreau,2
02-02560,02,02560,Nouvion-le-Comte,2
60-60407,60,60407,Monceaux-l'Abbaye,2
02-02435,02,02435,Logny-lès-Aubenton,2
32-32381,32,32381,Saint-Jean-le-Comtal,2
88-88140,88,88140,Dombrot-le-Sec,2
32-32384,32,32384,Saint-Lary,2
88-88155,88,88155,Domvallier,2
02-02478,02,02478,Merlieux-et-Fouquerolles,2
52-52034,52,52034,Bailly-aux-Forges,2
32-32406,32,32406,Saint-Sauvy,2
52-52031,52,52031,Autreville-sur-la-Renne,2
02-02434,02,02434,Lizy,2
02-02471,02,02471,Martigny-Courpierre,2
60-60604,60,60604,Sarcus,2
88-88182,88,88182,Frapelle,2
52-52021,52,52021,Attancourt,2
32-32436,32,32436,Solomiac,2
02-02467,02,02467,Marizy-Saint-Mard,2
60-60520,60,60520,Quesnel-Aubry,2
60-60586,60,60586,Saint-Martin-le-Nœud,2
60-60585,60,60585,Saint-Martin-aux-Bois,2
32-32459,32,32459,Valence-sur-Baïse,2
60-60582,60,60582,Saint-Léger-aux-Bois,2
60-60602,60,60602,Saint-Valery,2
52-52075,52,52075,Briaucourt,2
32-32119,32,32119,Eauze,2
88-88092,88,88092,Charmois-l'Orgueilleux,2
60-60512,60,60512,Pouilly,2
52-52107,52,52107,Chantraines,2
02-02493,02,02493,Monceau-le-Waast,2
88-88435,88,88435,Saint-Remy,2
88-88432,88,88432,Saint-Pierremont,2
88-88086,88,88086,Champ-le-Duc,2
02-02428,02,02428,Licy-Clignon,2
02-02489,02,02489,Molinchart,2
02-02488,02,02488,Molain,2
88-88093,88,88093,Châtas,2
02-02432,02,02432,Limé,2
52-52099,52,52099,Chamouilley,2
02-02429,02,02429,Lierval,2
60-60514,60,60514,Prévillers,2
60-60617,60,60617,Sermaize,2
60-60615,60,60615,Sérévillers,2
88-88113,88,88113,Combrimont,2
02-02431,02,02431,Liez,2
52-52079,52,52079,Brousseval,2
88-88118,88,88118,Coussey,2
88-88400,88,88400,Rouvres-en-Xaintois,2
32-32462,32,32462,Vic-Fezensac,2
32-32464,32,32464,Villecomtal-sur-Arros,2
88-88330,88,88330,Nonville,2
88-88300,88,88300,Ménil-de-Senones,2
60-60525,60,60525,Raray,2
60-60528,60,60528,Reilly,2
02-02450,02,02450,Macquigny,2
60-60544,60,60544,Rocquencourt,2
02-02448,02,02448,Mâchecourt,2
60-60543,60,60543,Rocquemont,2
88-88326,88,88326,Neuvillers-sur-Fave,2
51-51628,51,51628,Villeneuve-Saint-Vistre-et-Villevotte,2
60-60538,60,60538,Ricquebourg,2
60-60576,60,60576,Saint-Germain-la-Poterie,2
33-33024,33,33024,Bagas,2
88-88345,88,88345,Petite-Fosse,2
60-60535,60,60535,Reuil-sur-Brêche,2
88-88365,88,88365,Racécourt,2
60-60530,60,60530,Rémérangles,2
02-02446,02,02446,Ly-Fontaine,2
88-88351,88,88351,Plombières-les-Bains,2
51-51627,51,51627,Villeneuve-Renneville-Chevigny,2
88-88360,88,88360,Provenchères-lès-Darney,2
60-60549,60,60549,Rotangy,2
60-60551,60,60551,Rousseloy,2
60-60553,60,60553,Rouvillers,2
60-60554,60,60554,Rouvres-en-Multien,2
02-02440,02,02440,Lor,2
02-02462,02,02462,Mareuil-en-Dôle,2
50-50365,50,50365,Muneville-sur-Mer,2
88-88381,88,88381,Relanges,2
60-60571,60,60571,Saint-Deniscourt,2
51-51654,51,51654,Vouillers,2
02-02459,02,02459,Marcy,2
60-60566,60,60566,Saint-Arnoult,2
50-50362,50,50362,Moulines,2
51-51647,51,51647,Vitry-en-Perthois,2
51-51642,51,51642,Villiers-aux-Corneilles,2
60-60564,60,60564,Sains-Morainvillers,2
33-33010,33,33010,Arcins,2
88-88270,88,88270,Liffol-le-Grand,2
88-88275,88,88275,Lubine,2
02-02457,02,02457,Marchais,2
51-51616,51,51616,Vésigneul-sur-Marne,2
02-02442,02,02442,Loupeigne,2
88-88281,88,88281,Madonne-et-Lamerey,2
88-88061,88,88061,Bleurville,2
02-02494,02,02494,Monceau-sur-Oise,2
88-88053,88,88053,Belval,2
88-88505,88,88505,Vienville,2
52-52254,52,52254,Lachapelle-en-Blaisy,2
52-52253,52,52253,Juzennecourt,2
02-02539,02,02539,Nauroy,2
52-52251,52,52251,Jonchery,2
60-60487,60,60487,Parnes,2
88-88521,88,88521,Vomécourt,2
32-32171,32,32171,Labastide-Savès,2
88-88517,88,88517,Viviers-le-Gras,2
60-60489,60,60489,Péroy-les-Gombries,2
60-60694,60,60694,Villotran,2
52-52221,52,52221,Gillancourt,2
52-52244,52,52244,Humbécourt,2
02-02536,02,02536,Nampteuil-sous-Muret,2
60-60691,60,60691,Villers-Vermont,2
52-52235,52,52235,Hallignicourt,2
60-60688,60,60688,Villers-sur-Bonnières,2
52-52231,52,52231,Guindrecourt-aux-Ormes,2
88-88501,88,88501,Vermont,2
88-88499,88,88499,Velotte-et-Tatignécourt,2
32-32200,32,32200,Lasséran,2
32-32167,32,32167,Laas,2
32-32162,32,32162,Jegun,2
50-50340,50,50340,Montcuit,2
32-32149,32,32149,Gondrin,2
02-02556,02,02556,Noircourt,2
61-61037,61,61037,Bellavilliers,2
02-02407,02,02407,Laniscourt,2
02-02552,02,02552,Neuvillette,2
33-33053,33,33053,Birac,2
02-02410,02,02410,Largny-sur-Automne,2
33-33043,33,33043,Bellebat,2
61-61021,61,61021,Avrilly,2
02-02550,02,02550,Neuville-sur-Ailette,2
52-52289,52,52289,Liffol-le-Petit,2
61-61018,61,61018,Avernes-Saint-Gourgon,2
02-02547,02,02547,Neuville-Housset,2
02-02411,02,02411,Latilly,2
87-87049,87,87049,Coussac-Bonneval,2
02-02545,02,02545,Neuville-Bosmont,2
61-61011,61,61011,Aubusson,2
52-52267,52,52267,Laneuville-au-Pont,2
52-52266,52,52266,Laneuville-à-Rémy,2
02-02542,02,02542,Neuflieux,2
59-59240,59,59240,Floursies,2
50-50372,50,50372,Neufmesnil,2
88-88049,88,88049,Belmont-lès-Darney,2
36-36195,36,36195,Saint-Georges-sur-Arnon,2
60-60503,60,60503,Ployron,2
02-02509,02,02509,Monthiers,2
60-60648,60,60648,Troussencourt,2
02-02508,02,02508,Monthenault,2
32-32256,32,32256,Mirande,2
02-02506,02,02506,Montgobert,2
60-60645,60,60645,Trie-la-Ville,2
32-32292,32,32292,Mouchan,2
52-52125,52,52125,Chamarandes-Choignes,2
02-02500,02,02500,Montbrehain,2
60-60493,60,60493,Pisseleu,2
02-02499,02,02499,Montbavin,2
60-60640,60,60640,Tourly,2
02-02425,02,02425,Leuze,2
60-60633,60,60633,Thieuloy-Saint-Antoine,2
59-59230,59,59230,Ferrière-la-Grande,2
88-88030,88,88030,Bainville-aux-Saules,2
02-02496,02,02496,Monnes,2
88-88035,88,88035,Barbey-Seroux,2
88-88039,88,88039,Baudricourt,2
32-32252,32,32252,Miélan,2
60-60653,60,60653,Valescourt,2
60-60501,60,60501,Plessis-Brion,2
60-60655,60,60655,Varesnes,2
88-88488,88,88488,Valfroicourt,2
52-52203,52,52203,Fontaines-sur-Marne,2
52-52198,52,52198,Fays,2
02-02523,02,02523,Mont-Saint-Martin,2
02-02418,02,02418,Lerzy,2
60-60673,60,60673,Viefvillers,2
60-60496,60,60496,Plainville,2
32-32220,32,32220,Luppé-Violles,2
60-60497,60,60497,Plessier-sur-Bulles,2
52-52179,52,52179,Doulevant-le-Petit,2
60-60498,60,60498,Plessier-sur-Saint-Just,2
52-52171,52,52171,Dommartin-le-Franc,2
32-32249,32,32249,Mauvezin,2
02-02421,02,02421,Lesges,2
02-02515,02,02515,Montigny-lès-Condé,2
52-52169,52,52169,Domblain,2
60-60499,60,60499,Plessis-de-Roye,2
60-60657,60,60657,Vauchelles,2
60-60656,60,60656,Varinfroy,2
51-51451,51,51451,Queudes,2
60-60406,60,60406,Monceaux,2
58-58060,58,58060,Charrin,2
33-33197,33,33197,Guillos,2
82-82167,82,82167,Saint-Nauphary,2
58-58261,58,58261,Saint-Père,2
35-35154,35,35154,Livré-sur-Changeon,2
82-82173,82,82173,Saint-Sardos,2
60-60232,60,60232,Ferrières,2
35-35155,35,35155,Lohéac,2
82-82195,82,82195,Villemade,2
50-50060,50,50060,Bloutière,2
83-83002,83,83002,Aiguines,2
83-83006,83,83006,Artigues,2
82-82152,82,82152,Saint-Aignan,2
60-60237,60,60237,Fléchy,2
58-58267,58,58267,Saint-Saulge,2
05-05154,05,05154,Saint-Pierre-d'Argençon,2
83-83010,83,83010,Bargème,2
58-58269,58,58269,Saint-Sulpice,2
39-39177,39,39177,Hauteroche,2
58-58279,58,58279,Sichamps,2
60-60242,60,60242,Fontaine-Lavaganne,2
02-02229,02,02229,Courtrizy-et-Fussigny,2
30-30327,30,30327,Tharaux,2
30-30322,30,30322,Soudorgues,2
83-83109,83,83109,Roque-Esclapon,2
05-05176,05,05176,Valserres,2
30-30279,30,30279,Saint-Laurent-la-Vernède,2
82-82062,82,82062,Finhan,2
82-82068,82,82068,Gimat,2
82-82072,82,82072,Golfech,2
82-82073,82,82073,Goudourville,2
51-51117,51,51117,Champigneul-Champagne,2
30-30295,30,30295,Saint-Quentin-la-Poterie,2
58-58244,58,58244,Saint-Hilaire-en-Morvan,2
50-50422,50,50422,Raids,2
82-82105,82,82105,Mas-Grenier,2
58-58256,58,58256,Saint-Martin-sur-Nohain,2
51-51132,51,51132,Charmontois,2
02-02221,02,02221,Coupru,2
82-82114,82,82114,Monbéqui,2
50-50050,50,50050,Beuvrigny,2
39-39185,39,39185,Cuisia,2
82-82127,82,82127,Montesquieu,2
82-82135,82,82135,Nohic,2
82-82136,82,82136,Orgueil,2
82-82141,82,82141,Pommevic,2
05-05144,05,05144,Saint-Jacques-en-Valgodemard,2
31-31002,31,31002,Aignes,2
31-31005,31,31005,Alan,2
31-31096,31,31096,Cabanac-Séguenville,2
31-31090,31,31090,Brignemont,2
05-05064,05,05064,Chapelle-en-Valgaudémar,2
51-51149,51,51149,Chepy,2
83-83084,83,83084,Montmeyan,2
60-60258,60,60258,Fresnières,2
83-83085,83,83085,Motte,2
05-05062,05,05062,Glaizil,2
83-83088,83,83088,Néoules,2
02-02249,02,02249,Cuiry-Housse,2
02-02250,02,02250,Cuiry-lès-Chaudardes,2
50-50078,50,50078,Bretteville-sur-Ay,2
31-31099,31,31099,Caignac,2
51-51150,51,51150,Cherville,2
51-51151,51,51151,Chichey,2
39-39099,39,39099,Champdivers,2
39-39096,39,39096,Champagney,2
35-35187,35,35187,Monterfil,2
05-05022,05,05022,Bréziers,2
39-39088,39,39088,Cesancey,2
39-39080,39,39080,Broissia,2
02-02242,02,02242,Crouttes-sur-Marne,2
02-02241,02,02241,Croix-sur-Ourcq,2
39-39141,39,39141,Chevigny,2
05-05076,05,05076,Méreuil,2
05-05131,05,05131,Saint-Auban-d'Oze,2
05-05129,05,05129,Saint-André-de-Rosans,2
60-60244,60,60244,Fontenay-Torcy,2
51-51144,51,51144,Cheminon,2
05-05121,05,05121,Rochebrune,2
50-50088,50,50088,Brouains,2
50-50089,50,50089,Brucheville,2
50-50093,50,50093,Cametours,2
02-02235,02,02235,Craonnelle,2
50-50094,50,50094,Camprond,2
58-58301,58,58301,Vandenesse,2
31-31039,31,31039,Bachas,2
05-05106,05,05106,Prunières,2
60-60251,60,60251,Fouquerolles,2
50-50098,50,50098,Carantilly,2
35-35178,35,35178,Mézières-sur-Couesnon,2
39-39154,39,39154,Clairvaux-les-Lacs,2
50-50106,50,50106,Cavigny,2
50-50107,50,50107,Catz,2
30-30275,30,30275,Saint-Just-et-Vacquières,2
51-51115,51,51115,Champfleury,2
58-58227,58,58227,Saint-Amand-en-Puisaye,2
48-48174,48,48174,Saint-Paul-le-Froid,2
39-39284,39,39284,Lavangeot,2
48-48166,48,48166,Cans et Cévennes,2
30-30115,30,30115,Fontarèches,2
39-39279,39,39279,Larnaud,2
58-58090,58,58090,Courcelles,2
06-06119,06,06119,Saint-Dalmas-le-Selvage,2
48-48173,48,48173,Saint-Michel-de-Dèze,2
39-39275,39,39275,Lamoura,2
06-06111,06,06111,Roure,2
81-81133,81,81133,Lamillarié,2
60-60194,60,60194,Dargies,2
60-60184,60,60184,Croutoy,2
81-81142,81,81142,Lempaut,2
30-30127,30,30127,Gaujac,2
58-58105,58,58105,Druy-Parigny,2
88-88357,88,88357,Poussay,2
30-30153,30,30153,Malons-et-Elze,2
81-81154,81,81154,Marnaves,2
30-30160,30,30160,Maruéjols-lès-Gardon,2
39-39274,39,39274,Lajoux,2
48-48163,48,48163,Saint-Julien-des-Points,2
48-48149,48,48149,Sainte-Eulalie,2
02-02171,02,02171,Chaudardes,2
02-02170,02,02170,Châtillon-sur-Oise,2
48-48075,48,48075,Ispagnac,2
30-30088,30,30088,Combas,2
81-81040,81,81040,Brousse,2
02-02164,02,02164,Charmel,2
81-81046,81,81046,Cadalen,2
48-48088,48,48088,Malène,2
81-81049,81,81049,Cahuzac,2
58-58067,58,58067,Chaulgnes,2
60-60182,60,60182,Crocq,2
48-48104,48,48104,Nasbinals,2
50-50427,50,50427,Ravenoville,2
48-48119,48,48119,Prévenchères,2
39-39286,39,39286,Lavans-lès-Saint-Claude,2
48-48137,48,48137,Saint-Bauzile,2
06-06156,06,06156,Venanson,2
30-30102,30,30102,Dions,2
51-51060,51,51060,Bignicourt-sur-Saulx,2
02-02169,02,02169,Châtillon-lès-Sons,2
48-48141,48,48141,Mas-Saint-Chély,2
81-81165,81,81165,Milhars,2
60-60195,60,60195,Delincourt,2
60-60224,60,60224,Étavigny,2
81-81323,81,81323,Viterbe,2
81-81276,81,81276,Salvagnac,2
33-33206,33,33206,Isle-Saint-Georges,2
58-58182,58,58182,Moulins-Engilbert,2
60-60214,60,60214,Ernemont-Boutavent,2
60-60215,60,60215,Erquery,2
58-58193,58,58193,Neuvy-sur-Loire,2
06-06022,06,06022,Bouyon,2
02-02208,02,02208,Concevreux,2
58-58220,58,58220,Raveau,2
33-33205,33,33205,Illats,2
30-30164,30,30164,Méjannes-le-Clap,2
81-81326,81,81326,Sainte-Croix,2
30-30244,30,30244,Saint-Clément,2
62-62261,62,62261,Cucq,2
06-06013,06,06013,Belvédère,2
30-30248,30,30248,Saint-Dézéry,2
82-82027,82,82027,Campsas,2
39-39197,39,39197,Digna,2
06-06009,06,06009,Bairols,2
30-30260,30,30260,Saint-Hilaire-d'Ozilhan,2
06-06047,06,06047,Conségudes,2
51-51095,51,51095,Buisson,2
06-06052,06,06052,Cuébris,2
51-51094,51,51094,Brusson,2
02-02177,02,02177,Chérêt,2
30-30174,30,30174,Montaren-et-Saint-Médiers,2
35-35130,35,35130,Hédé-Bazouges,2
81-81178,81,81178,Montgaillard,2
02-02179,02,02179,Chéry-Chartreuve,2
39-39262,39,39262,Gredisans,2
81-81192,81,81192,Murat-sur-Vèbre,2
02-02182,02,02182,Chevennes,2
02-02183,02,02183,Chevregny,2
39-39251,39,39251,Gevingey,2
02-02185,02,02185,Chézy-en-Orxois,2
51-51085,51,51085,Breuil,2
58-58143,58,58143,Limon,2
39-39238,39,39238,Frasne-les-Meulières,2
02-02194,02,02194,Cilly,2
50-50006,50,50006,Amigny,2
81-81239,81,81239,Saint-Amans-Valtoret,2
81-81244,81,81244,Saint-Benoît-de-Carmaux,2
58-58173,58,58173,Montaron,2
31-31141,31,31141,Ciadoux,2
02-02256,02,02256,Dagny-Lambercy,2
50-50302,50,50302,Mesnil-Amey,2
33-33109,33,33109,Castres-Gironde,2
51-51362,51,51362,Merfy,2
04-04037,04,04037,Caire,2
61-61487,61,61487,Torchamp,2
84-84128,84,84128,Sivergues,2
84-84130,84,84130,Suzette,2
51-51367,51,51367,Mesnil-sur-Oger,2
33-33112,33,33112,Caumont,2
61-61482,61,61482,Tessé-Froulay,2
60-60383,60,60383,Margny-sur-Matz,2
02-02345,02,02345,Gibercourt,2
61-61490,61,61490,Tournai-sur-Dive,2
60-60386,60,60386,Marquéglise,2
50-50262,50,50262,Lande-d'Airou,2
04-04016,04,04016,Authon,2
50-50263,50,50263,Lapenty,2
02-02352,02,02352,Gouy,2
31-31464,31,31464,Sabonnères,2
50-50265,50,50265,Laulne,2
50-50266,50,50266,Lengronne,2
61-61453,61,61453,Saint-Sauveur-de-Carrouges,2
51-51358,51,51358,Maurupt-le-Montois,2
04-04041,04,04041,Castellet,2
50-50118,50,50118,Champrepus,2
51-51339,51,51339,Mairy-sur-Marne,2
33-33134,33,33134,Couquèques,2
04-04087,04,04087,Fontienne,2
35-35303,35,35303,Saint-Ouen-la-Rouërie,2
04-04077,04,04077,Entrevennes,2
35-35307,35,35307,Saint-Pern,2
04-04069,04,04069,Demandolx,2
04-04068,04,04068,Dauphin,2
04-04067,04,04067,Curel,2
50-50232,50,50232,Hauteville-la-Guichard,2
60-60365,60,60365,Lihus,2
84-84120,84,84120,Saint-Trinit,2
35-35308,35,35308,Saint-Pierre-de-Plesguen,2
60-60371,60,60371,Loueuse,2
61-61510,61,61510,Vitrai-sous-Laigle,2
04-04058,04,04058,Claret,2
61-61507,61,61507,Villiers-sous-Mortagne,2
61-61500,61,61500,Ventrouze,2
63-63320,63,63320,Saint-Avit,2
04-04051,04,04051,Châteauneuf-Miravail,2
61-61499,61,61499,Ventes-de-Bourse,2
50-50399,50,50399,Petit-Celland,2
61-61448,61,61448,Saint-Pierre-la-Bruyère,2
60-60392,60,60392,Mélicocq,2
60-60400,60,60400,Mesnil-sur-Bulles,2
61-61396,61,61396,Saint-Germain-de-Martigny,2
51-51435,51,51435,Pocancy,2
61-61394,61,61394,Saint-Germain-de-la-Coudre,2
61-61392,61,61392,Saint-Germain-d'Aunay,2
61-61390,61,61390,Saint-Georges-d'Annebecq,2
60-60399,60,60399,Mesnil-Saint-Firmin,2
61-61388,61,61388,Saint-Fulgent-des-Ormes,2
61-61386,61,61386,Saint-Evroult-Notre-Dame-du-Bois,2
61-61383,61,61383,Saint-Didier-sous-Écouves,2
02-02363,02,02363,Guny,2
61-61445,61,61445,Saint-Pierre-d'Entremont,2
61-61374,61,61374,Saint-Christophe-de-Chaulieu,2
50-50295,50,50295,Maupertuis,2
61-61373,61,61373,Sainte-Céronne-lès-Mortagne,2
61-61370,61,61370,Saint-Brice,2
50-50298,50,50298,Méautis,2
33-33087,33,33087,Camiran,2
61-61367,61,61367,Saint-Aubin-de-Courteraie,2
89-89479,89,89479,Vincelottes,2
50-50301,50,50301,Mesnil-Amand,2
50-50281,50,50281,Lucerne-d'Outremer,2
50-50279,50,50279,Lorey,2
50-50278,50,50278,Loreur,2
61-61398,61,61398,Saint-Germain-le-Vieux,2
61-61444,61,61444,Saint-Philbert-sur-Orne,2
51-51413,51,51413,Oiry,2
50-50271,50,50271,Lingeard,2
03-03279,03,03279,Teillet-Argenty,2
61-61438,61,61438,Saint-Ouen-de-Sécherouvre,2
61-61436,61,61436,Sainte-Opportune,2
33-33092,33,33092,Cantois,2
61-61425,61,61425,Saint-Martin-des-Pézerits,2
61-61424,61,61424,Saint-Martin-des-Landes,2
61-61422,61,61422,Aspres,2
61-61420,61,61420,Sainte-Marie-la-Robert,2
02-02357,02,02357,Gronard,2
61-61415,61,61415,Saint-Léger-sur-Sarthe,2
51-51415,51,51415,Omey,2
61-61411,61,61411,Saint-Jouin-de-Blavou,2
50-50275,50,50275,Loges-sur-Brécey,2
61-61406,61,61406,Saint-Hilaire-sur-Risle,2
61-61401,61,61401,Saint-Gilles-des-Marais,2
60-60397,60,60397,Mesnil-Conteville,2
31-31346,31,31346,Mirepoix-sur-Tarn,2
60-60357,60,60357,Léglantiers,2
04-04097,04,04097,Javie,2
39-39043,39,39043,Beaufort,2
33-33173,33,33173,Francs,2
60-60297,60,60297,Hamel,2
04-04203,04,04203,Selonnet,2
60-60300,60,60300,Hardivillers-en-Vexin,2
51-51196,51,51196,Cramant,2
51-51200,51,51200,Cuis,2
60-60303,60,60303,Hautbos,2
60-60305,60,60305,Hautefontaine,2
31-31206,31,31206,Gaillac-Toulza,2
39-39037,39,39037,Bans,2
90-90083,90,90083,Recouvrance,2
39-39035,39,39035,Balanod,2
04-04184,04,04184,Saint-Jurs,2
35-35217,35,35217,Pertre,2
84-84006,84,84006,Auribeau,2
60-60312,60,60312,Héricourt-sur-Thérain,2
50-50152,50,50152,Cresnays,2
04-04175,04,04175,Sainte-Croix-à-Lauze,2
39-39029,39,39029,Aumur,2
60-60314,60,60314,Hétomesnil,2
39-39056,39,39056,Bletterans,2
02-02272,02,02272,Droizy,2
04-04216,04,04216,Thèze,2
31-31175,31,31175,Estancarbon,2
50-50120,50,50120,Chanteloup,2
31-31148,31,31148,Clermont-le-Fort,2
04-04237,04,04237,Vernet,2
04-04235,04,04235,Verdaches,2
51-51158,51,51158,Val-des-Marais,2
51-51162,51,51162,Conflans-sur-Seine,2
51-51168,51,51168,Coolus,2
02-02264,02,02264,Dizy-le-Gros,2
60-60273,60,60273,Giraumont,2
83-83122,83,83122,Salles-sur-Verdon,2
50-50121,50,50121,Chapelle-Cécelin,2
31-31166,31,31166,Empeaux,2
04-04227,04,04227,Vachères,2
50-50126,50,50126,Chavoy,2
51-51171,51,51171,Cormicy,2
60-60275,60,60275,Glatigny,2
02-02270,02,02270,Douchy,2
02-02271,02,02271,Dravegny,2
50-50130,50,50130,Chérencé-le-Héron,2
31-31220,31,31220,Gibel,2
59-59045,59,59045,Baives,2
51-51315,51,51315,Landricourt,2
84-84063,84,84063,Lamotte-du-Rhône,2
50-50193,50,50193,Fresne-Poret,2
50-50195,50,50195,Gathemo,2
35-35271,35,35271,Saint-Georges-de-Reintembault,2
51-51301,51,51301,Isse,2
50-50198,50,50198,Geffosses,2
60-60345,60,60345,Lamécourt,2
50-50206,50,50206,Gohannière,2
84-84059,84,84059,Lafare,2
02-02317,02,02317,Fluquières,2
38-38188,38,38188,Herbeys,2
60-60321,60,60321,Ivry-le-Temple,2
60-60348,60,60348,Larbroye,2
02-02320,02,02320,Fontaine-lès-Clercs,2
04-04113,04,04113,Marcoux,2
04-04109,04,04109,Mallefougasse-Augès,2
62-62044,62,62044,Attin,2
50-50214,50,50214,Gouvets,2
60-60352,60,60352,Lattainville,2
31-31337,31,31337,Melles,2
04-04101,04,04101,Lardiers,2
04-04136,04,04136,Mure-Argens,2
50-50192,50,50192,Fourneaux,2
60-60339,60,60339,Lafraye,2
51-51278,51,51278,Grandes-Loges,2
60-60322,60,60322,Jaméricourt,2
35-35227,35,35227,Pleumeleuc,2
51-51237,51,51237,Esternay,2
02-02294,02,02294,Étouvelles,2
59-59048,59,59048,Bantigny,2
04-04164,04,04164,Revest-Saint-Martin,2
51-51240,51,51240,Étrepy,2
60-60324,60,60324,Jaulzy,2
35-35231,35,35231,Poligné,2
35-35258,35,35258,Saint-Brieuc-des-Iffs,2
39-39025,39,39025,Augea,2
02-02299,02,02299,Évergnicourt,2
39-39024,39,39024,Audelange,2
39-39014,39,39014,Archelange,2
31-31262,31,31262,Lagarde,2
